ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
5.243561663863074,167.0265746370335,25053.95308363994,6.841056298563748,270.4515599694956,470.4660822060102,17.52803295559312,57.60529951095417,1.9006072106611898,0
13.310000289738827,168.71294831668462,44035.32784429223,8.05801570982045,285.6793012240388,407.87780220937293,,78.17907796322413,3.6973569436964664,0
10.247915185359671,188.52619656724963,5880.19833617356,7.0046396912208175,368.0632618176788,391.5657840959427,15.290428922946115,41.9026734335669,4.543430307573868,0
8.381218778758512,208.12306172493388,21730.963602318243,4.923608163333164,343.8358986162833,586.677840878536,15.525605952881392,59.31591800126694,3.1584615189076213,0
2.1842609661941115,226.14829266569723,27630.280454735614,7.213364559005057,386.8650692394441,308.21167507913776,15.267885851577699,37.663091162605085,4.40150114256018,1
2.183923284706837,169.4950946275486,23093.149672121395,8.673296212813042,332.36566273020367,484.71603826913906,7.958525731156767,54.741497962958675,4.709012898484625,0
0.8131705703547925,245.2587227756642,21022.093235541986,7.056175391219022,297.4130076763384,380.03185134532873,14.354990656694607,76.27272147029697,1.584470033251828,0
12.126466040849092,187.05292116559522,10622.470925307012,8.262672682383629,324.24267706959324,399.1377105807662,10.651807471784315,74.08629401952741,3.7940459674969804,0
8.415610164404923,195.2948792865016,24055.074162099354,5.5317057714889195,270.1599571921269,400.63177339408276,14.513561431236988,66.81461912856756,1.8869586006602073,0
9.913016089144637,171.34201458812183,15378.693449524359,7.060608810095221,286.7277824030216,361.72525806629943,10.571172360850355,68.72641590499217,3.817254088100338,0
0.28818292014123426,116.00007141099293,2812.766490748043,6.163234317367134,372.8702039146384,471.69793681889917,10.445144176321776,35.82616611417265,3.894980152313071,0
13.57873793026792,225.17349807991465,32488.184589464392,8.220471260157064,368.784283993254,537.2514876759966,18.814803505261708,60.03900351086536,2.162219209862413,0
11.654196971205904,220.3158486040503,30417.126868375028,7.147237343392994,347.88317567704917,463.6010928997329,17.208342164372567,,5.247386853455906,0
2.972747549495866,186.71619061509895,22466.96344503027,8.135110514504918,262.43582164062076,434.2705596969676,13.987572245167536,55.45504495176735,4.100211065344237,0
2.5455495408994087,198.21069366842076,24022.5268661876,8.731565639236798,318.30545340397157,,14.554305950747072,75.59325804502005,3.305683597542575,0
2.5676631379480734,213.0259941842353,31433.620335490043,8.137427862682083,282.77500456493794,467.3460212659561,13.256251922770973,52.23188277591503,4.925765599248963,1
4.259391401433528,144.43598672274408,23981.010110630228,7.509677651440466,381.23786340529836,598.5079705383439,15.70962912793857,56.32510639796143,2.6430707455503786,0
7.3465900428513295,178.54126164757227,29940.425920147205,5.6026816122328915,309.06739252393334,395.5444300963926,11.971836900353585,32.60689206864774,3.039580276537178,0
6.047230260989621,222.2107344275203,19405.676062738083,7.095820833999648,288.48434385795645,395.9213136518507,16.98122078860387,61.29402911398129,2.290381133431071,0
4.077207962772587,154.60844903541476,33517.473419816364,6.30036439697625,334.2216427699784,381.1128695215202,13.240739476957668,48.594599236582084,5.160731637577534,0
8.565940526113312,205.68741176149877,24826.649244977772,6.58390406494366,306.7536672697809,386.84686124044634,12.740459012506314,67.2672468590343,4.132642460030402,0
1.9529140491285857,151.23280044742762,23715.447441536304,6.5381987738746234,,206.37603570620922,14.065139055454528,50.782271252120566,4.361581252893946,0
4.090025079493055,211.39218942030638,10878.104374172903,5.630111637826633,302.8727532010982,458.40283086845704,12.226559510223169,67.67267592878746,,1
5.129065806111684,194.82383108418304,24530.028930517383,,275.6316413717901,358.3558258916309,14.986047048489448,63.68502782812251,4.3016374328012095,0
6.384979779038503,,14719.419283408653,6.09778542750835,244.73054585394186,297.178950496656,12.3879122320598,92.75266836867713,3.9546543997271923,0
,234.43639869708664,16417.537053798165,7.390069177886239,331.73775340105,486.2551959786039,15.405570808456508,,4.089644939895209,0
2.7954329502170365,171.75847796566438,14864.786490924249,5.077734431858764,309.960865331825,339.4385771966451,17.64801961673443,36.56579403900315,3.9753224053560654,0
7.199282137790562,169.2616695785254,12665.252117107595,7.123523354707436,,398.9064756892994,11.842034939575479,45.76177849435666,3.473985736101505,0
8.293803964068594,202.6187835086211,40643.99566165272,9.950402636466446,381.7582849114872,543.3153912950864,13.608273628114485,66.88332814387734,3.8673626643497316,0
0.6503057780799681,233.9050325311476,33687.18089551432,8.634584832878359,,313.26273615803893,15.383992139106265,51.12243282571759,4.0915162012831745,0
8.505627926620138,162.4778799737129,38851.782258800886,9.565312263680793,331.84306696357356,303.39214123217903,12.692427935055779,,3.9773843836864913,0
2.3873377316220816,198.03543504498307,11291.656468536816,7.686691815399089,388.93737601100554,447.54449516498704,15.392961682479996,,2.865559524572678,0
0.9107223017939132,210.15094451090891,22638.752879218704,8.851264734479669,360.1639773693431,,15.66619658195522,,2.9585093319741134,0
13.284397521546666,218.87248503968377,10672.525142210488,6.014052904298318,299.2629080377443,300.052662581443,17.24978532888291,74.33562997586834,4.6579890037414735,0
13.518848463043831,,15914.147316736144,6.1334895994670235,290.3919732763786,458.6151789469742,12.182029861745264,56.28283127246536,3.6851041678816188,0
11.317562873630456,183.88808131025036,13963.862609403472,2.9912896907937903,366.53724332260833,472.4799631969354,11.171674279308576,72.84282833615887,4.309307742925158,0
4.26459276842719,168.68952271859226,32882.67256847961,8.879218211063447,349.2510452151614,261.2671613046144,13.077267831308768,54.730234812465895,3.1355160631943226,0
1.3674095960893742,198.84274814053038,,9.410485969729828,339.95965848679714,,11.0967429813587,69.27771680348306,2.868797886347429,1
9.579262371170197,160.61941260447497,31381.549997829134,6.270234131979095,298.2935900823748,496.12847038737436,15.69349461214249,51.270668386616364,,0
6.162134912354418,99.59543404467796,27310.931959912126,,357.9258502472359,401.05715413951805,10.514746099470766,90.26061520889623,3.7442044504600105,1
1.7085352878269036,210.40647353720303,42212.30457845479,5.969206829463557,302.0245457915081,526.1877089838406,20.999049254758063,40.876213534690486,3.434401790500911,1
6.932476741557783,,9042.2330515109,7.673980327216237,328.8185471616592,516.9164459459876,17.88778358472125,85.7165412721733,4.805753466174,0
0.48143929561305754,118.02322962711933,33054.957046450654,8.78739881795486,392.32471000186615,434.2494340573764,14.037727308800942,66.62265324827729,4.025666311076223,0
12.73048562910295,162.67888674457205,32065.99355167358,4.485842039178438,305.905796331784,389.88436877400534,16.60218347899393,58.16852807452815,5.194257032993301,0
,216.4320906131715,13479.41434817896,7.714157795963378,268.50744046001273,348.17376859336343,9.089594407067626,68.67204674713182,4.183085707849992,0
9.275311980955747,263.897350500486,30844.545094196663,6.684992342421282,289.84556513332547,422.9949192507047,21.570119994198674,77.7335681148509,,0
4.363955065251753,196.68619235328845,24961.319035813973,7.270091587950033,373.7662518941926,471.58071357633435,12.229356163398531,87.86794778711035,,0
7.280952296489351,171.97590293943855,20019.48815272852,7.788491002511436,343.4439766325886,400.0658511167487,13.638507758301921,71.01028837013652,2.843313864271032,1
7.653943910805915,189.96441744354027,14789.733650229507,6.817696341840768,327.71602747376113,,8.432200138434691,51.74886263580356,4.061373567047937,1
2.5879623773573783,241.3709218318901,,6.944619719891329,312.12715398222565,527.4971115661256,15.458861914222684,,3.3577211596353087,1
